seqid	start	end	strand	gene_id	description
Chr1	26470356	26472155	-	Sdiv_ptg000014l_2927-R	Similar to At1g56130: Probable LRR receptor-like serine/threonine-protein kinase At1g56130 (Arabidopsis thaliana)
Chr1	26473335	26479173	-	Sdiv_ptg000014l_2928-R	Similar to At1g56130: Probable LRR receptor-like serine/threonine-protein kinase At1g56130 (Arabidopsis thaliana)
Chr1	26488785	26489390	+	Sdiv_ptg000014l_2929-R	Similar to NFYC2: Nuclear transcription factor Y subunit C-2 (Arabidopsis thaliana)
Chr1	26489211	26492108	-	Sdiv_ptg000014l_2930-R	Protein of unknown function
Chr1	26492043	26494574	+	Sdiv_ptg000014l_2931-R	Similar to At1g56190: Phosphoglycerate kinase 2%2C chloroplastic (Arabidopsis thaliana)
Chr1	26494807	26495898	+	Sdiv_ptg000014l_2932-R	Similar to YL1: Protein YELLOW LEAF 1%2C choloroplastic (Oryza sativa subsp. japonica)
Chr1	26496523	26498297	+	Sdiv_ptg000014l_2933-R	Similar to rlmI: Ribosomal RNA large subunit methyltransferase I (Escherichia coli (strain SMS-3-5 / SECEC))
Chr1	26497946	26501099	-	Sdiv_ptg000014l_2934-R	Similar to ALIS3: ALA-interacting subunit 3 (Arabidopsis thaliana)
Chr1	26505348	26506928	-	Sdiv_ptg000014l_2935-R	Similar to NAC54: NAC domain-containing protein 54 (Oryza sativa subsp. japonica)
Chr1	26510602	26512865	+	Sdiv_ptg000014l_2936-R	Similar to ICDH: Peroxisomal isocitrate dehydrogenase [NADP] (Arabidopsis thaliana)
Chr1	26512906	26513573	+	Sdiv_ptg000014l_2937-R	Similar to ABCC2: ABC transporter D family member 2%2C chloroplastic (Arabidopsis thaliana)
Chr1	26513811	26516675	+	Sdiv_ptg000014l_2938-R	Similar to TAF6B: Transcription initiation factor TFIID subunit 6b (Arabidopsis thaliana)
Chr1	26514838	26520802	-	Sdiv_ptg000014l_2939-R	Similar to NHX5: Sodium/hydrogen exchanger 5 (Arabidopsis thaliana)
Chr1	26523634	26525804	-	Sdiv_ptg000014l_2940-R	Similar to HST: Shikimate O-hydroxycinnamoyltransferase (Arabidopsis thaliana)
Chr10	5286	9436	+	Sdiv_ptg000001l_0001-R	Similar to DGK5: Diacylglycerol kinase 5 (Arabidopsis thaliana)
Chr10	9311	11434	-	Sdiv_ptg000001l_0002-R	Similar to THF1: Protein THYLAKOID FORMATION 1%2C chloroplastic (Arabidopsis thaliana)
Chr10	11141	11320	+	Sdiv_ptg000001l_0003-R	Protein of unknown function
Chr10	18862	20472	+	Sdiv_ptg000001l_0004-R	Similar to DGK5: Diacylglycerol kinase 5 (Arabidopsis thaliana)
Chr10	20468	22517	-	Sdiv_ptg000001l_0005-R	Similar to THF1: Protein THYLAKOID FORMATION 1%2C chloroplastic (Arabidopsis thaliana)
Chr10	23360	24382	-	Sdiv_ptg000001l_0006-R	Similar to ERF053: Ethylene-responsive transcription factor ERF053 (Arabidopsis thaliana)
Chr10	32918	33824	+	Sdiv_ptg000001l_0007-R	Similar to EPF1: Protein EPIDERMAL PATTERNING FACTOR 1 (Arabidopsis thaliana)
Chr10	34123	34566	+	Sdiv_ptg000001l_0008-R	Similar to At2g20870: Putative cell wall protein (Arabidopsis thaliana)
Chr10	35722	37311	-	Sdiv_ptg000001l_0009-R	Similar to LIP1: Lipoyl synthase%2C mitochondrial (Arabidopsis thaliana)
Chr10	37891	45303	+	Sdiv_ptg000001l_0010-R	Similar to SCAMP1: Secretory carrier-associated membrane protein 1 (Arabidopsis thaliana)
Chr10	46744	47172	+	Sdiv_ptg000001l_0011-R	Similar to Lto1: Protein LTO1 homolog (Mus musculus)
Chr10	47443	48680	+	Sdiv_ptg000001l_0012-R	Similar to M5005_Spy1772: Glutamate formimidoyltransferase (Streptococcus pyogenes serotype M1)
Chr10	50185	51652	+	Sdiv_ptg000001l_0013-R	Similar to ULT2: Protein ULTRAPETALA 2 (Arabidopsis thaliana)
Chr10	51321	52706	-	Sdiv_ptg000001l_0014-R	Protein of unknown function
Chr10	62471	64603	-	Sdiv_ptg000001l_0015-R	Similar to GAUT10: Probable galacturonosyltransferase 10 (Arabidopsis thaliana)
Chr10	67489	70388	+	Sdiv_ptg000001l_0016-R	Similar to NDB4: External alternative NAD(P)H-ubiquinone oxidoreductase B4%2C mitochondrial (Arabidopsis thaliana)
Chr10	73015	75119	+	Sdiv_ptg000001l_0017-R	Similar to PLT4: Probable polyol transporter 4 (Arabidopsis thaliana)
Chr10	76047	77377	-	Sdiv_ptg000001l_0018-R	Similar to GCL2: LanC-like protein GCL2 (Arabidopsis thaliana)
Chr10	77265	79544	+	Sdiv_ptg000001l_0019-R	Similar to At2g20760: Clathrin light chain 1 (Arabidopsis thaliana)
Chr10	80153	81635	-	Sdiv_ptg000001l_0020-R	Similar to EXPB1: Expansin-B1 (Arabidopsis thaliana)
Chr10	82630	84591	-	Sdiv_ptg000001l_0021-R	Similar to TOM2AH3: Tetraspanin-19 (Arabidopsis thaliana)
Chr10	84634	86214	+	Sdiv_ptg000001l_0022-R	Protein of unknown function
Chr10	86459	86995	+	Sdiv_ptg000001l_0023-R	Protein of unknown function
Chr10	88526	92657	-	Sdiv_ptg000001l_0024-R	Similar to At2g20710: Pentatricopeptide repeat-containing protein At2g20710%2C mitochondrial (Arabidopsis thaliana)
Chr10	90517	91240	+	Sdiv_ptg000001l_0025-R	Similar to LLG2: GPI-anchored protein LLG2 (Arabidopsis thaliana)
Chr10	94196	94801	+	Sdiv_ptg000001l_0026-R	Protein of unknown function
Chr10	102606	106101	+	Sdiv_ptg000001l_0027-R	Similar to FLY2: Transmembrane E3 ubiquitin-protein ligase FLY2 (Arabidopsis thaliana)
Chr10	106226	109631	-	Sdiv_ptg000001l_0028-R	Similar to BUB1: Mitotic checkpoint serine/threonine-protein kinase BUB1 (Arabidopsis thaliana)
Chr10	111072	112341	+	Sdiv_ptg000001l_0029-R	Similar to At4g28400: Probable protein phosphatase 2C 58 (Arabidopsis thaliana)
Chr10	116006	118398	+	Sdiv_ptg000001l_0030-R	Similar to SUR1: S-alkyl-thiohydroximate lyase SUR1 (Arabidopsis thaliana)
Chr10	120143	120620	+	Sdiv_ptg000001l_0031-R	Similar to TAT: Tyrosine aminotransferase (Arabidopsis thaliana)
Chr10	121200	123672	+	Sdiv_ptg000001l_0032-R	Similar to RTNLB17: Reticulon-like protein B17 (Arabidopsis thaliana)
Chr10	123657	125805	-	Sdiv_ptg000001l_0033-R	Similar to NFD6: Protein NUCLEAR FUSION DEFECTIVE 6%2C mitochondrial (Arabidopsis thaliana)
Chr10	123737	124040	+	Sdiv_ptg000001l_0034-R	Protein of unknown function
Chr10	125909	131868	-	Sdiv_ptg000001l_0035-R	Similar to RPN1A: 26S proteasome non-ATPase regulatory subunit 2 homolog A (Arabidopsis thaliana)
Chr10	133410	134176	-	Sdiv_ptg000001l_0036-R	Similar to GLK1: Transcription activator GLK1 (Arabidopsis thaliana)
Chr10	140948	143123	-	Sdiv_ptg000001l_0037-R	Similar to PCMP-E78: Pentatricopeptide repeat-containing protein At2g20540 (Arabidopsis thaliana)
Chr10	143250	145282	-	Sdiv_ptg000001l_0038-R	Similar to PHB6: Prohibitin-6%2C mitochondrial (Arabidopsis thaliana)
Chr10	147058	147820	+	Sdiv_ptg000001l_0039-R	Protein of unknown function
Chr10	149315	152728	+	Sdiv_ptg000001l_0040-R	Similar to TIM44-2: Mitochondrial import inner membrane translocase subunit TIM44-2 (Arabidopsis thaliana)
Chr10	153758	155408	-	Sdiv_ptg000001l_0041-R	Similar to STK19: Serine/threonine-protein kinase 19 (Homo sapiens)
Chr10	156337	157892	+	Sdiv_ptg000001l_0042-R	Similar to DCLRE1B: 5' exonuclease Apollo (Gallus gallus)
Chr10	158006	159224	-	Sdiv_ptg000001l_0043-R	Similar to At2g20490: H/ACA ribonucleoprotein complex subunit 3-like protein (Arabidopsis thaliana)
Chr10	159265	160433	+	Sdiv_ptg000001l_0044-R	Protein of unknown function
Chr10	160913	164106	+	Sdiv_ptg000001l_0045-R	Similar to trc: Serine/threonine-protein kinase tricornered (Drosophila pseudoobscura pseudoobscura)
Chr10	166059	169103	+	Sdiv_ptg000001l_0046-R	Similar to Tbc1d15: TBC1 domain family member 15 (Mus musculus)
Chr10	171691	174560	-	Sdiv_ptg000001l_0047-R	Similar to At2g20420: Succinate--CoA ligase [ADP-forming] subunit beta%2C mitochondrial (Arabidopsis thaliana)
Chr10	175922	178130	+	Sdiv_ptg000001l_0048-R	Protein of unknown function
Chr10	178674	180527	-	Sdiv_ptg000001l_0049-R	Similar to MUR3: Xyloglucan galactosyltransferase MUR3 (Arabidopsis thaliana)
Chr10	182169	182360	-	Sdiv_ptg000001l_0050-R	Protein of unknown function
Chr10	182556	185951	-	Sdiv_ptg000001l_0051-R	Similar to At2g20360: NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9%2C mitochondrial (Arabidopsis thaliana)
Chr10	186173	187801	+	Sdiv_ptg000001l_0052-R	Similar to ACBP2: Acyl-CoA-binding domain-containing protein 2 (Arabidopsis thaliana)
Chr10	192391	195103	-	Sdiv_ptg000001l_0053-R	Similar to ELI5: Phenylacetaldehyde synthase (Arabidopsis thaliana)
Chr10	198275	201066	+	Sdiv_ptg000001l_0054-R	Similar to WDR70: WD repeat-containing protein 70 (Homo sapiens)
Chr10	201252	207046	-	Sdiv_ptg000001l_0055-R	Similar to dennd5b: DENN domain-containing protein 5B (Danio rerio)
Chr10	209745	211979	+	Sdiv_ptg000001l_0056-R	Similar to RIN13: RPM1 interacting protein 13 (Arabidopsis thaliana)
Chr10	212998	216723	+	Sdiv_ptg000001l_0057-R	Similar to ALE2: Receptor-like serine/threonine-protein kinase ALE2 (Arabidopsis thaliana)
Chr10	219448	228693	+	Sdiv_ptg000001l_0058-R	Similar to XI-G: Myosin-13 (Arabidopsis thaliana)
Chr10	229196	234235	+	Sdiv_ptg000001l_0059-R	Similar to At2g20280: Zinc finger CCCH domain-containing protein 21 (Arabidopsis thaliana)
Chr10	231774	232341	-	Sdiv_ptg000001l_0060-R	Protein of unknown function
Chr10	233408	233875	-	Sdiv_ptg000001l_0061-R	Protein of unknown function
Chr10	234133	235191	-	Sdiv_ptg000001l_0062-R	Similar to PSAE2: Photosystem I reaction center subunit IV B%2C chloroplastic (Arabidopsis thaliana)
Chr10	235554	238091	+	Sdiv_ptg000001l_0063-R	Protein of unknown function
Chr10	242183	245780	+	Sdiv_ptg000001l_0064-R	Similar to NLRP5: NACHT%2C LRR and PYD domains-containing protein 5 (Bos taurus)
Chr10	248426	255560	+	Sdiv_ptg000001l_0065-R	Similar to CLASP: CLIP-associated protein (Arabidopsis thaliana)
Chr10	260742	263139	+	Sdiv_ptg000001l_0066-R	Similar to PIF1: Transcription factor PIF1 (Arabidopsis thaliana)
Chr10	270184	277710	+	Sdiv_ptg000001l_0067-R	Similar to COV1: Protein CONTINUOUS VASCULAR RING 1 (Arabidopsis thaliana)
Chr10	278246	280492	-	Sdiv_ptg000001l_0068-R	Similar to TCX6: Protein tesmin/TSO1-like CXC 6 (Arabidopsis thaliana)
Chr10	284693	288203	-	Sdiv_ptg000001l_0069-R	Similar to BHLH133: Transcription factor bHLH133 (Arabidopsis thaliana)
Chr10	305821	307852	+	Sdiv_ptg000001l_0070-R	Similar to SPEAR1: Protein SPEAR1 (Arabidopsis thaliana)
Chr10	309628	311882	-	Sdiv_ptg000001l_0071-R	Similar to rplD: 50S ribosomal protein L4 (Rickettsia bellii (strain RML369-C))
Chr10	317383	322243	+	Sdiv_ptg000001l_0072-R	Similar to At2g20050/At2g20040: Protein phosphatase 2C and cyclic nucleotide-binding/kinase domain-containing protein (Arabidopsis thaliana)
Chr10	325245	327823	-	Sdiv_ptg000001l_0073-R	Similar to At2g20020: CRS2-associated factor 1%2C chloroplastic (Arabidopsis thaliana)
Chr10	328088	328404	-	Sdiv_ptg000001l_0074-R	Protein of unknown function
Chr10	330208	333910	+	Sdiv_ptg000001l_0075-R	Similar to PATROL1: Protein unc-13 homolog (Arabidopsis thaliana)
Chr10	340713	345523	+	Sdiv_ptg000001l_0076-R	Similar to CDC27B: Cell division cycle protein 27 homolog B (Arabidopsis thaliana)
Chr10	359170	364859	+	Sdiv_ptg000001l_0077-R	Similar to GC1: Golgin candidate 1 (Arabidopsis thaliana)
Chr10	365622	370812	+	Sdiv_ptg000001l_0078-R	Similar to RDR5: Probable RNA-dependent RNA polymerase 5 (Arabidopsis thaliana)
Chr10	373964	377646	+	Sdiv_ptg000001l_0079-R	Similar to NADP-ME1: NADP-dependent malic enzyme 1 (Arabidopsis thaliana)
Chr10	377888	381844	-	Sdiv_ptg000001l_0080-R	Similar to ugcg-b: Ceramide glucosyltransferase-B (Xenopus laevis)
Chr10	384021	385838	-	Sdiv_ptg000001l_0081-R	Similar to mrm1: rRNA methyltransferase 1%2C mitochondrial (Dictyostelium discoideum)
Chr10	386260	389743	-	Sdiv_ptg000001l_0082-R	Similar to HXK1: Hexokinase-1 (Arabidopsis thaliana)
Chr10	393617	395414	+	Sdiv_ptg000001l_0083-R	Similar to VPS32.1: Vacuolar protein sorting-associated protein 32 homolog 1 (Arabidopsis thaliana)
Chr10	412947	416024	+	Sdiv_ptg000001l_0084-R	Similar to MIOX2: Inositol oxygenase 2 (Arabidopsis thaliana)
Chr10	416612	417838	-	Sdiv_ptg000001l_0085-R	Similar to At2g19790: AP-4 complex subunit sigma (Arabidopsis thaliana)
Chr10	423673	424631	-	Sdiv_ptg000001l_0086-R	Similar to UGT76E6: UDP-glycosyltransferase 76E6 (Arabidopsis thaliana)
Chr10	425729	427714	+	Sdiv_ptg000001l_0087-R	Similar to PRF5: Profilin-5 (Arabidopsis thaliana)
Chr10	432557	434058	+	Sdiv_ptg000001l_0088-R	Similar to PRF1: Profilin-1 (Arabidopsis thaliana)
Chr10	436567	437261	-	Sdiv_ptg000001l_0089-R	Similar to RPS30A: 40S ribosomal protein S30 (Arabidopsis thaliana)
Chr10	437763	439214	-	Sdiv_ptg000001l_0090-R	Similar to RPL31A: 60S ribosomal protein L31-1 (Arabidopsis thaliana)
Chr10	439525	441363	-	Sdiv_ptg000001l_0091-R	Similar to RPL28A: 60S ribosomal protein L28-1 (Arabidopsis thaliana)
Chr10	442190	445823	-	Sdiv_ptg000001l_0092-R	Similar to DDB_G0289029: IST1-like protein (Dictyostelium discoideum)
Chr10	447477	449163	-	Sdiv_ptg000001l_0093-R	Similar to PLA2-BETA: Phospholipase A2-beta (Arabidopsis thaliana)
Chr10	449499	451143	-	Sdiv_ptg000001l_0094-R	Protein of unknown function
Chr10	455956	457929	-	Sdiv_ptg000001l_0095-R	Similar to TMN11: Transmembrane 9 superfamily member 11 (Arabidopsis thaliana)
Chr10	459044	461915	+	Sdiv_ptg000001l_0096-R	Similar to NDL3: Protein NDL3 (Arabidopsis thaliana)
Chr10	465967	470864	+	Sdiv_ptg000001l_0097-R	Similar to KEA4: K(+) efflux antiporter 4 (Arabidopsis thaliana)
Chr10	472068	475174	+	Sdiv_ptg000001l_0098-R	Similar to TET2: Tetraspanin-2 (Arabidopsis thaliana)
Chr10	485006	488274	+	Sdiv_ptg000001l_0099-R	Similar to EER5: Enhanced ethylene response protein 5 (Arabidopsis thaliana)
Chr10	488440	492981	-	Sdiv_ptg000001l_0100-R	Similar to HTD1: Protein HEAT STRESS TOLERANT DWD 1 (Arabidopsis thaliana)
Chr10	493316	496906	-	Sdiv_ptg000001l_0101-R	Similar to MSI4: WD-40 repeat-containing protein MSI4 (Arabidopsis thaliana)
Chr10	497056	499712	-	Sdiv_ptg000001l_0102-R	Similar to At1g64760: Glucan endo-1%2C3-beta-glucosidase 8 (Arabidopsis thaliana)
Chr10	503972	505840	+	Sdiv_ptg000001l_0103-R	Protein of unknown function
Chr10	507496	510361	-	Sdiv_ptg000001l_0104-R	Similar to At2g19490: DNA repair protein recA homolog 3%2C mitochondrial (Arabidopsis thaliana)
Chr10	512889	516024	-	Sdiv_ptg000001l_0105-R	Similar to NAP1%3B2: Nucleosome assembly protein 1%3B2 (Arabidopsis thaliana)
Chr10	516474	519686	+	Sdiv_ptg000001l_0106-R	Similar to CKL5: Casein kinase 1-like protein 5 (Arabidopsis thaliana)
Chr10	520379	522338	+	Sdiv_ptg000001l_0107-R	Similar to IMPA1: Importin subunit alpha-1 (Arabidopsis thaliana)
Chr10	523261	523608	-	Sdiv_ptg000001l_0108-R	Protein of unknown function
Chr10	525283	529143	-	Sdiv_ptg000001l_0109-R	Similar to DGAT1: Diacylglycerol O-acyltransferase 1 (Arabidopsis thaliana)
Chr10	530881	533926	-	Sdiv_ptg000001l_0110-R	Similar to THO6: THO complex subunit 6 (Arabidopsis thaliana)
Chr10	548353	551449	+	Sdiv_ptg000001l_0111-R	Similar to CBK1: Serine/threonine-protein kinase CBK1 (Pneumocystis carinii)
Chr10	556890	563915	+	Sdiv_ptg000001l_0112-R	Protein of unknown function
Chr10	564143	566010	-	Sdiv_ptg000001l_0113-R	Similar to UBA1C: UBP1-associated proteins 1C (Arabidopsis thaliana)
Chr10	569505	574638	-	Sdiv_ptg000001l_0114-R	Similar to At2g48020: Sugar transporter ERD6-like 7 (Arabidopsis thaliana)
Chr10	575788	576209	+	Sdiv_ptg000001l_0115-R	Similar to ostc-b: Oligosaccharyltransferase complex subunit ostc-B (Xenopus laevis)
Chr10	577083	578726	-	Sdiv_ptg000001l_0116-R	Similar to PIRL6: Plant intracellular Ras-group-related LRR protein 6 (Arabidopsis thaliana)
Chr10	577633	578051	+	Sdiv_ptg000001l_0117-R	Protein of unknown function
Chr10	579505	579966	+	Sdiv_ptg000001l_0118-R	Protein of unknown function
Chr10	581745	582236	+	Sdiv_ptg000001l_0119-R	Similar to HSP18.5: 18.5 kDa class IV heat shock protein (Arabidopsis thaliana)
Chr10	582576	582701	+	Sdiv_ptg000001l_0120-R	Protein of unknown function
Chr10	582985	588716	+	Sdiv_ptg000001l_0121-R	Similar to TT9: Protein TRANSPARENT TESTA 9 (Arabidopsis thaliana)
Chr10	590023	592871	-	Sdiv_ptg000001l_0122-R	Similar to At2g19280: Pentatricopeptide repeat-containing protein At2g19280 (Arabidopsis thaliana)
Chr10	595134	596801	+	Sdiv_ptg000001l_0123-R	Similar to RPL14B: 60S ribosomal protein L14-2 (Arabidopsis thaliana)
Chr10	598389	599092	-	Sdiv_ptg000001l_0124-R	Similar to IBI1: Aspartate--tRNA ligase 2%2C cytoplasmic (Arabidopsis thaliana)
Chr10	599978	600512	-	Sdiv_ptg000001l_0125-R	Similar to IBI1: Aspartate--tRNA ligase 2%2C cytoplasmic (Arabidopsis thaliana)
Chr10	601007	602503	+	Sdiv_ptg000001l_0126-R	Protein of unknown function
Chr10	602613	603158	+	Sdiv_ptg000001l_0127-R	Protein of unknown function
Chr10	602621	606098	-	Sdiv_ptg000001l_0128-R	Protein of unknown function
Chr10	606530	608012	-	Sdiv_ptg000001l_0129-R	Protein of unknown function
Chr10	608180	608601	-	Sdiv_ptg000001l_0130-R	Protein of unknown function
Chr10	608621	609863	-	Sdiv_ptg000001l_0131-R	Protein of unknown function
Chr10	611667	614708	+	Sdiv_ptg000001l_0132-R	Similar to tbc1d5A: TBC1 domain family member 5 homolog A (Dictyostelium discoideum)
Chr10	627335	628424	-	Sdiv_ptg000001l_0133-R	Protein of unknown function
Chr10	634670	638191	+	Sdiv_ptg000001l_0134-R	Similar to SBT2.5: Subtilisin-like protease SBT2.5 (Arabidopsis thaliana)
Chr10	638284	642236	-	Sdiv_ptg000001l_0135-R	Similar to BC10: Glycosyltransferase BC10 (Oryza sativa subsp. japonica)
Chr10	649405	649836	-	Sdiv_ptg000001l_0136-R	Similar to At2g19130: G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130 (Arabidopsis thaliana)
Chr10	656585	663608	-	Sdiv_ptg000001l_0137-R	Similar to HMA4: Putative cadmium/zinc-transporting ATPase HMA4 (Arabidopsis thaliana)
Chr10	672563	675455	+	Sdiv_ptg000001l_0138-R	Similar to APSR1: Protein ALTERED PHOSPHATE STARVATION RESPONSE 1 (Arabidopsis thaliana)
Chr10	675422	677653	-	Sdiv_ptg000001l_0139-R	Similar to MTX1: Mitochondrial outer membrane import complex protein METAXIN (Arabidopsis thaliana)
Chr10	679755	679901	+	Sdiv_ptg000001l_0140-R	Protein of unknown function
Chr10	679973	680998	+	Sdiv_ptg000001l_0141-R	Protein of unknown function
Chr10	681013	683990	+	Sdiv_ptg000001l_0142-R	Similar to MHK: Serine/threonine-protein kinase MHK (Arabidopsis thaliana)
Chr10	686729	688945	+	Sdiv_ptg000001l_0143-R	Protein of unknown function
Chr10	689960	693137	+	Sdiv_ptg000001l_0144-R	Similar to SSX2IP: Afadin- and alpha-actinin-binding protein (Homo sapiens)
Chr10	697543	697850	-	Sdiv_ptg000001l_0145-R	Protein of unknown function
Chr10	710887	713960	+	Sdiv_ptg000001l_0146-R	Similar to At5g57670: Probable receptor-like serine/threonine-protein kinase At5g57670 (Arabidopsis thaliana)
Chr10	718534	722879	-	Sdiv_ptg000001l_0147-R	Similar to wdr75: WD repeat-containing protein 75 (Danio rerio)
Chr10	723263	724876	-	Sdiv_ptg000001l_0148-R	Protein of unknown function
Chr10	727244	729998	-	Sdiv_ptg000001l_0149-R	Similar to ADO2: Adagio protein 2 (Arabidopsis thaliana)
Chr10	734073	737267	+	Sdiv_ptg000001l_0150-R	Similar to HPT1: Homogentisate phytyltransferase 1%2C chloroplastic (Arabidopsis thaliana)
Chr10	749266	755177	+	Sdiv_ptg000001l_0151-R	Similar to AHA1: ATPase 1%2C plasma membrane-type (Arabidopsis thaliana)
Chr10	761542	761745	-	Sdiv_ptg000001l_0152-R	Protein of unknown function
Chr10	770382	772291	-	Sdiv_ptg000001l_0153-R	Similar to srprb: Signal recognition particle receptor subunit beta (Dictyostelium discoideum)
Chr10	773117	776293	-	Sdiv_ptg000001l_0154-R	Similar to CBP60C: Calmodulin-binding protein 60 C (Arabidopsis thaliana)
Chr10	777253	782544	-	Sdiv_ptg000001l_0155-R	Similar to DGK3: Diacylglycerol kinase 3 (Arabidopsis thaliana)
Chr10	784600	787157	+	Sdiv_ptg000001l_0156-R	Similar to SCY1: Preprotein translocase subunit SCY1%2C chloroplastic (Arabidopsis thaliana)
Chr10	799214	802242	+	Sdiv_ptg000001l_0157-R	Similar to atad-3: ATPase family AAA domain-containing protein 3 (Caenorhabditis elegans)
Chr10	802490	804211	+	Sdiv_ptg000001l_0158-R	Similar to Embryonic protein DC-8 (Daucus carota)
Chr10	809698	811945	-	Sdiv_ptg000001l_0159-R	Similar to ceeh-1: Epoxide hydrolase 1 (Caenorhabditis elegans)
Chr10	816313	817737	-	Sdiv_ptg000001l_0160-R	Similar to GATA20: GATA transcription factor 20 (Arabidopsis thaliana)
Chr10	820633	823150	+	Sdiv_ptg000001l_0161-R	Similar to ARL2: ADP-ribosylation factor-like protein 2 (Arabidopsis thaliana)
Chr10	822287	822886	-	Sdiv_ptg000001l_0162-R	Similar to RPL6: 60S ribosomal protein L6%2C mitochondrial (Marchantia polymorpha)
Chr10	823399	825492	+	Sdiv_ptg000001l_0163-R	Similar to ELP5: Elongator complex protein 5 (Arabidopsis thaliana)
Chr10	830789	831446	-	Sdiv_ptg000001l_0164-R	Protein of unknown function
Chr10	836580	840490	-	Sdiv_ptg000001l_0165-R	Similar to SDH1-2: Succinate dehydrogenase [ubiquinone] flavoprotein subunit 2%2C mitochondrial (Arabidopsis thaliana)
Chr10	841061	842430	+	Sdiv_ptg000001l_0166-R	Similar to LCV3: Protein LIKE COV 3 (Arabidopsis thaliana)
Chr10	841747	845017	-	Sdiv_ptg000001l_0167-R	Protein of unknown function
Chr10	849881	852373	-	Sdiv_ptg000001l_0168-R	Similar to PERK4: Proline-rich receptor-like protein kinase PERK4 (Arabidopsis thaliana)
Chr10	858259	859989	+	Sdiv_ptg000001l_0169-R	Similar to CYP71B7: Cytochrome P450 71B7 (Arabidopsis thaliana)
Chr10	861230	862887	-	Sdiv_ptg000001l_0170-R	Similar to PLT3: Probable polyol transporter 3 (Arabidopsis thaliana)
Chr10	875684	878018	-	Sdiv_ptg000001l_0171-R	Similar to Sf3b4: Splicing factor 3B subunit 4 (Rattus norvegicus)
Chr10	878889	885467	-	Sdiv_ptg000001l_0172-R	Similar to At2g18520: Pentatricopeptide repeat-containing protein At2g18520%2C mitochondrial (Arabidopsis thaliana)
